Admission grade,Age at enrollment,Application order,Course,Curricular units 1st sem (approved),Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Daytime/evening attendance,Debtor,Displaced,Educational special needs,Father's occupation,Father's qualification,GDP,Gender,Inflation rate,International,Marital status,Mother's occupation,Mother's qualification,Nationality,Previous qualification,Previous qualification (grade),Scholarship holder,Target,Tuition fees up to date,Unemployment rate,dataset_marker
114.6,50,1,17,2,0,5,9,10.5,0,3,0,5,7,11.0,0,0,0,0,0,10,27,-1.7,0,3.7,0,2,10,22,1,1,141.0,0,Enrolled,1,12.7,df1
121.5,48,1,3,5,0,6,9,13.0,0,4,0,6,10,12.5,0,0,0,1,0,1,24,0.32,0,2.6,0,4,1,19,1,9,133.1,0,Enrolled,1,7.6,df1
100.0,41,1,9,4,0,5,14,14.5,1,5,0,5,12,13.0,0,1,0,0,0,11,27,-3.12,0,-0.8,0,2,10,22,1,1,135.0,0,Enrolled,1,9.4,df1
132.5,28,1,17,6,6,10,15,10.666666666666666,0,9,5,10,17,11.333333333333334,1,0,0,0,0,7,27,0.32,0,2.6,0,2,6,23,1,1,148.0,0,Enrolled,1,7.6,df1
121.8,53,1,9,15,14,15,15,11.8,0,12,12,13,13,11.666666666666666,1,1,0,0,0,11,27,3.51,0,1.4,0,1,10,1,1,1,133.1,0,Enrolled,1,8.9,df1
128.0,49,1,3,5,0,6,9,12.333333333333334,0,4,0,6,12,11.5,0,0,0,0,0,8,27,0.79,0,-0.3,0,1,10,22,1,1,121.0,0,Enrolled,1,13.9,df1
101.3,22,1,10,8,5,10,15,11.0,0,5,2,7,16,11.2,0,1,0,1,0,6,14,-3.12,0,-0.8,0,1,6,13,1,1,123.0,0,Enrolled,1,9.4,df1
124.5,40,1,17,4,0,5,9,11.25,0,5,0,5,6,12.0,0,0,0,0,0,7,27,0.79,0,-0.3,0,1,7,22,1,1,148.0,0,Enrolled,1,13.9,df1
125.7,36,1,17,11,8,12,21,11.5,0,12,7,12,22,11.4375,0,0,0,0,0,9,27,-3.12,0,-0.8,0,2,10,22,1,2,130.0,0,Enrolled,1,9.4,df1
129.8,48,1,3,6,0,6,7,10.666666666666666,0,5,0,6,9,11.8,0,0,0,0,0,10,27,1.74,0,1.4,0,6,10,22,1,1,137.0,1,Enrolled,1,10.8,df1
110.0,34,1,3,4,0,6,6,13.25,0,0,0,6,6,0.0,0,0,0,0,0,6,27,-1.7,0,3.7,0,1,5,13,1,1,160.0,0,Enrolled,1,12.7,df1
128.0,19,3,12,1,0,8,10,13.67,7,1,0,8,10,13.67,7,1,0,1,0,5,1,-3.12,0,-0.8,0,1,5,1,1,1,141.0,0,Enrolled,1,9.4,df1
100.0,34,1,17,4,0,5,9,11.0,0,4,0,5,10,10.75,1,0,0,0,0,4,27,0.32,0,2.6,0,2,10,22,1,1,128.0,0,Enrolled,1,7.6,df1
111.8,28,2,13,7,0,7,9,12.428571428571429,0,8,0,8,8,12.3,0,1,0,1,0,3,3,1.79,0,0.5,1,2,10,1,19,1,142.0,0,Enrolled,1,12.4,df1
107.4,35,2,14,5,0,5,8,11.4,0,3,0,5,7,12.333333333333334,0,1,0,0,0,10,27,-3.12,0,-0.8,0,2,10,22,1,1,122.0,0,Enrolled,1,9.4,df1
110.0,18,4,12,0,0,8,8,0.0,5,0,0,8,8,0.0,5,1,0,1,0,2,1,-3.12,0,-0.8,0,1,3,4,1,1,115.0,0,Enrolled,1,9.4,df1
107.0,18,1,6,3,0,5,9,12.0,1,4,0,5,6,13.0,0,1,0,0,0,5,1,0.32,0,2.6,0,1,5,1,1,1,133.1,0,Enrolled,1,7.6,df1
127.3,20,2,16,4,0,6,10,12.25,0,4,0,6,8,11.5,0,1,0,1,0,5,1,1.74,0,1.4,0,1,6,13,1,1,131.0,0,Enrolled,1,10.8,df1
103.5,18,2,11,4,0,6,10,11.75,0,5,0,6,9,11.2,0,1,0,1,0,8,14,0.32,0,2.6,0,1,10,23,1,1,136.0,0,Enrolled,1,7.6,df1
130.6,20,1,9,4,0,5,10,11.0,0,4,0,5,7,11.5,0,1,0,0,0,3,3,-4.06,0,2.8,0,1,3,3,1,1,120.0,0,Enrolled,1,15.5,df1
122.9,24,1,12,7,0,8,12,12.714285714285714,0,7,0,8,12,12.714285714285714,0,1,0,0,0,6,14,-1.7,0,3.7,0,1,3,3,1,1,133.1,0,Enrolled,1,12.7,df1
128.4,19,5,9,2,0,5,12,10.0,0,4,0,5,11,11.75,0,1,0,1,0,6,28,2.02,0,0.6,0,1,5,1,1,1,140.0,1,Enrolled,1,11.1,df1
132.0,18,4,15,6,0,6,10,12.571428571428571,0,6,0,6,11,12.571428571428571,0,1,0,1,1,4,14,1.74,0,1.4,0,1,3,3,1,1,160.0,0,Enrolled,1,10.8,df1
141.1,18,5,12,6,0,7,8,13.39,0,7,0,8,10,12.757142857142856,0,1,0,1,0,5,1,2.02,0,0.6,0,1,10,13,1,1,133.1,0,Enrolled,1,11.1,df1
112.5,19,1,6,3,0,5,7,12.333333333333334,0,4,0,5,7,10.25,0,1,0,0,0,8,1,0.32,0,2.6,0,1,10,1,1,1,145.0,0,Enrolled,1,7.6,df1
103.5,19,1,9,2,0,5,8,11.5,0,3,0,5,10,10.857142857142858,0,1,0,1,0,6,28,1.74,0,1.4,0,1,3,3,1,1,140.0,0,Enrolled,1,10.8,df1
123.3,19,2,15,6,0,6,6,15.0,0,6,0,6,7,14.0,0,1,0,0,0,7,14,-4.06,0,2.8,0,1,6,13,1,1,133.0,0,Enrolled,1,15.5,df1
138.3,19,3,12,5,0,7,9,12.32,0,5,0,7,9,11.9,0,1,0,1,0,3,3,1.79,0,0.5,1,1,6,2,3,1,107.0,0,Enrolled,1,12.4,df1
120.0,20,3,14,6,0,6,7,11.333333333333334,0,4,0,6,10,10.571428571428571,0,1,0,1,0,6,14,1.74,1,1.4,0,1,6,1,1,1,138.0,1,Enrolled,1,10.8,df1
115.5,33,1,7,4,0,5,10,12.0,0,3,0,5,8,13.666666666666666,1,1,0,1,0,5,27,0.32,1,2.6,0,1,10,13,1,1,116.0,0,Enrolled,1,7.6,df1
122.8,20,1,14,5,0,6,8,12.8,0,5,0,6,10,11.6,0,1,0,1,0,17,2,0.79,1,-0.3,0,1,15,4,1,1,100.0,0,Enrolled,1,13.9,df1
108.0,27,1,7,0,0,5,5,0.0,0,0,0,5,7,0.0,0,1,1,0,0,3,1,0.79,1,-0.3,0,1,10,1,1,1,133.1,0,Enrolled,0,13.9,df1
131.8,33,1,9,6,5,8,10,12.833333333333334,0,4,2,5,8,12.0,0,1,0,0,0,10,1,2.02,0,0.6,0,2,10,13,1,3,165.0,0,Enrolled,1,11.1,df1
110.7,20,1,16,5,0,6,10,13.2,0,5,0,6,12,12.833333333333334,0,1,0,1,0,8,28,-3.12,0,-0.8,0,1,10,23,1,1,120.0,1,Enrolled,1,9.4,df1
146.7,19,1,10,5,0,6,11,11.6,0,6,0,6,11,11.666666666666666,0,1,0,1,0,10,27,0.32,0,2.6,0,1,10,22,1,1,137.0,0,Enrolled,1,7.6,df1
160.0,18,5,15,6,0,6,6,13.166666666666666,0,6,0,6,6,12.5,0,1,0,1,0,6,1,-4.06,0,2.8,0,1,5,23,1,1,134.0,0,Enrolled,1,15.5,df1
160.0,19,1,14,5,0,6,7,12.6,0,5,0,6,10,12.375,0,1,0,1,0,10,28,1.74,0,1.4,0,1,3,3,1,1,140.0,0,Enrolled,1,10.8,df1
101.3,21,1,6,3,0,5,8,11.333333333333334,1,3,0,5,8,13.333333333333334,0,1,0,1,0,2,27,-1.7,0,3.7,0,1,2,23,1,1,133.1,0,Enrolled,1,12.7,df1
118.4,19,5,14,3,0,5,8,10.5,0,4,0,5,6,11.75,1,1,0,1,0,8,21,0.32,0,2.6,0,1,8,13,1,1,140.0,1,Enrolled,1,7.6,df1
130.5,21,1,10,6,0,6,11,10.375,0,3,0,6,12,11.666666666666666,0,1,0,1,0,9,14,-1.7,0,3.7,0,1,10,22,1,1,138.0,0,Enrolled,1,12.7,df1
108.0,21,6,12,6,0,7,8,13.25,0,8,0,8,8,13.8375,0,1,0,1,0,5,1,0.79,0,-0.3,0,1,5,1,1,1,140.0,0,Enrolled,1,13.9,df1
157.0,18,1,12,7,0,7,9,12.50625,0,5,0,8,15,13.2,0,1,0,1,0,11,28,0.79,0,-0.3,0,1,3,2,1,1,117.0,0,Enrolled,1,13.9,df1
110.0,19,1,16,5,0,6,9,12.2,0,4,0,6,10,11.5,0,1,0,1,0,8,28,0.32,0,2.6,0,1,3,13,1,1,123.0,1,Enrolled,1,7.6,df1
119.7,20,5,12,5,0,7,9,12.04,0,6,0,7,9,11.77142857142857,0,1,0,0,0,5,1,1.79,0,0.5,0,1,4,1,1,1,148.0,0,Enrolled,1,12.4,df1
140.7,20,3,9,5,0,5,7,11.166666666666666,0,4,0,5,9,10.75,0,1,0,0,0,8,14,-4.06,0,2.8,0,1,8,23,1,1,135.0,0,Enrolled,1,15.5,df1
126.0,20,1,8,4,0,5,10,12.5,0,2,0,5,12,13.0,0,1,0,1,0,10,1,-1.7,0,3.7,0,1,10,1,1,1,160.0,0,Enrolled,1,12.7,df1
103.5,18,5,12,6,0,7,9,12.183333333333332,0,6,0,7,9,11.783333333333331,0,1,0,1,0,9,1,-0.92,0,0.3,0,1,4,1,1,1,130.0,0,Enrolled,1,16.2,df1
135.6,18,2,9,2,0,5,8,10.0,0,3,0,5,9,11.333333333333334,0,1,0,0,0,10,27,0.32,0,2.6,0,1,10,22,1,1,115.0,0,Enrolled,1,7.6,df1
131.8,21,1,11,6,0,6,11,11.166666666666666,0,3,0,6,14,14.666666666666666,0,1,0,1,0,5,1,0.32,1,2.6,0,1,5,1,1,1,138.0,0,Enrolled,1,7.6,df1
129.8,20,1,5,3,0,6,8,11.0,0,2,0,6,8,11.333333333333334,0,1,0,1,0,10,14,1.74,1,1.4,0,1,10,13,1,1,131.0,1,Enrolled,1,10.8,df1
110.0,19,5,10,5,0,6,9,11.333333333333334,0,6,0,6,6,10.833333333333334,0,1,0,1,0,8,27,0.79,0,-0.3,0,1,6,13,1,1,120.0,1,Enrolled,1,13.9,df1
121.4,19,1,12,5,0,7,8,11.2,0,5,0,7,8,11.2,0,1,0,1,0,8,28,0.32,1,2.6,0,1,10,13,1,1,124.0,1,Enrolled,1,7.6,df1
130.5,28,1,7,4,0,5,11,10.5,0,4,0,5,12,11.0,4,1,0,1,0,4,3,0.32,1,2.6,0,1,10,22,1,1,158.0,0,Enrolled,1,7.6,df1
134.8,21,2,9,3,0,5,10,11.25,0,3,0,5,9,11.0,0,1,0,0,0,6,28,-4.06,1,2.8,0,1,5,1,1,1,135.0,0,Enrolled,1,15.5,df1
118.1,24,1,17,7,3,10,15,10.714285714285714,0,9,3,10,11,12.555555555555555,0,0,1,0,0,4,3,1.79,1,0.5,0,1,6,23,1,1,133.1,0,Enrolled,1,12.4,df1
108.0,23,1,4,5,0,6,14,12.0,0,5,0,6,12,12.142857142857142,0,1,0,1,0,3,3,-4.06,1,2.8,0,1,5,1,1,1,147.0,0,Enrolled,1,15.5,df1
132.5,20,1,15,6,0,6,7,12.166666666666666,0,3,0,6,9,12.0,0,1,0,1,0,5,3,1.79,1,0.5,0,1,5,5,1,1,126.0,0,Enrolled,1,12.4,df1
97.0,18,1,2,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1,0,1,0,3,2,0.32,1,2.6,0,1,4,2,1,1,123.0,0,Enrolled,1,7.6,df1
116.1,23,1,3,9,9,13,15,11.0,0,7,4,11,12,11.571428571428571,0,0,0,0,0,10,27,-4.06,0,2.8,0,1,10,22,1,1,133.1,0,Enrolled,1,15.5,df1
113.5,23,1,6,4,0,6,11,11.5,0,4,0,6,12,12.2,0,1,0,1,0,44,28,3.51,0,1.4,0,1,32,13,1,14,130.0,0,Enrolled,1,8.9,df1
124.1,39,1,9,4,0,5,8,11.25,0,4,0,5,8,11.5,0,1,0,0,0,10,27,2.02,0,0.6,0,2,10,22,1,1,133.1,0,Enrolled,1,11.1,df1
144.2,22,1,14,3,0,5,7,12.666666666666666,0,4,0,5,6,12.0,0,1,0,1,0,10,14,0.32,0,2.6,0,1,10,22,1,1,143.0,0,Enrolled,1,7.6,df1
124.5,30,1,17,3,0,5,10,10.666666666666666,0,5,0,5,8,10.4,0,0,0,0,0,10,27,-1.7,0,3.7,0,4,10,22,1,1,118.0,0,Enrolled,1,12.7,df1
100.0,35,1,17,3,0,5,9,11.666666666666666,0,5,0,5,7,11.8,0,0,0,0,0,6,14,-1.7,0,3.7,0,2,10,23,1,14,137.0,1,Enrolled,1,12.7,df1
123.0,26,1,12,6,0,7,8,12.0,0,6,0,7,8,12.0,0,1,0,1,0,7,27,0.32,0,2.6,0,1,10,22,1,1,133.1,0,Enrolled,1,7.6,df1
115.0,30,1,9,9,6,11,20,12.22222222222222,0,9,3,9,16,11.6,0,1,0,0,0,31,14,3.51,0,1.4,0,2,28,13,1,16,133.1,0,Enrolled,1,8.9,df1
137.7,25,1,17,4,0,5,8,11.0,0,4,0,5,7,12.0,0,0,1,0,0,7,27,0.32,1,2.6,0,2,10,22,1,1,133.1,0,Enrolled,1,7.6,df1
130.5,18,3,12,7,0,8,8,13.68142857142857,0,7,0,8,8,13.68142857142857,0,1,0,1,0,6,3,1.74,0,1.4,0,1,10,13,1,1,133.1,0,Enrolled,1,10.8,df1
140.8,23,1,12,6,0,7,11,12.1,0,6,0,7,7,12.616666666666667,0,1,0,0,0,11,14,-0.92,0,0.3,0,1,10,23,1,1,135.0,0,Enrolled,1,16.2,df1
97.0,18,2,12,5,0,7,10,11.94,0,6,0,7,8,12.8,0,1,0,1,0,8,27,2.02,0,0.6,0,1,8,22,1,1,125.0,1,Enrolled,1,11.1,df1
112.9,31,1,5,5,2,6,8,11.0,0,6,4,6,12,10.166666666666666,0,1,1,0,0,8,14,3.51,0,1.4,0,1,4,22,1,9,132.0,0,Enrolled,1,8.9,df1
128.0,20,1,11,6,0,6,8,12.857142857142858,0,5,0,6,9,12.4,0,1,0,0,0,11,1,3.51,1,1.4,0,1,10,1,1,1,145.0,0,Enrolled,1,8.9,df1
130.5,19,1,2,5,4,10,10,11.0,0,2,2,7,8,10.0,0,1,0,0,0,3,3,3.51,1,1.4,0,1,3,1,1,1,107.0,0,Enrolled,1,8.9,df1
130.8,34,1,7,1,0,5,14,17.0,0,2,0,5,10,11.0,0,1,1,0,0,10,27,-3.12,1,-0.8,0,5,10,22,1,1,127.0,1,Enrolled,1,9.4,df1
121.6,21,1,9,5,0,5,5,11.0,0,3,0,5,11,11.428571428571429,0,1,0,0,0,5,1,1.74,1,1.4,0,1,5,1,1,1,126.0,0,Enrolled,1,10.8,df1
100.0,21,4,15,0,0,6,7,0.0,0,1,0,6,11,10.0,0,1,0,1,0,8,1,1.74,1,1.4,0,1,3,3,1,1,152.0,0,Enrolled,1,10.8,df1
97.0,24,1,14,4,0,6,6,11.25,0,4,0,6,9,10.428571428571429,0,1,0,0,0,4,1,1.74,1,1.4,0,1,5,1,1,1,117.0,0,Enrolled,1,10.8,df1
134.2,20,1,14,5,0,6,7,12.4,0,4,0,6,8,13.0,0,1,1,0,0,9,1,0.79,1,-0.3,0,1,5,1,1,1,141.0,0,Enrolled,0,13.9,df1
130.0,19,1,7,1,0,5,7,13.0,0,2,0,5,7,10.0,0,1,0,0,0,7,27,-3.12,1,-0.8,0,1,10,22,1,1,123.9,0,Enrolled,1,9.4,df1
122.8,26,1,3,6,0,6,6,11.833333333333334,0,6,0,6,6,11.666666666666666,0,0,0,1,0,10,1,1.74,1,1.4,0,1,3,3,1,1,170.0,0,Enrolled,1,10.8,df1
97.0,20,1,7,1,0,5,12,13.0,0,3,0,5,8,12.6,0,1,0,0,0,5,14,1.79,1,0.5,0,1,4,3,1,14,140.0,0,Enrolled,1,12.4,df1
122.9,21,1,9,4,0,5,8,11.0,0,5,0,5,8,12.0,0,1,0,1,0,10,27,0.32,0,2.6,0,1,10,1,1,1,125.0,0,Enrolled,1,7.6,df1
138.0,26,1,17,2,0,5,11,11.5,0,3,0,5,10,12.0,0,0,0,0,0,4,27,0.32,1,2.6,0,1,10,22,1,1,110.0,0,Enrolled,1,7.6,df1
126.5,19,6,12,7,0,8,8,14.06,0,7,0,8,8,14.06,0,1,0,1,0,10,27,1.74,0,1.4,0,1,10,13,1,1,133.1,1,Enrolled,1,10.8,df1
153.1,19,1,9,4,0,5,6,11.25,0,3,0,5,10,11.714285714285714,0,1,0,0,0,10,27,1.74,0,1.4,0,2,10,13,1,1,133.0,0,Enrolled,1,10.8,df1
124.1,19,1,6,2,0,5,10,14.5,1,3,0,5,9,11.333333333333334,0,1,0,1,0,10,27,-1.7,0,3.7,0,1,10,22,1,1,115.0,0,Enrolled,1,12.7,df1
110.0,21,1,10,2,0,6,15,10.5,0,5,0,6,8,12.4,0,1,0,0,0,6,27,1.74,0,1.4,0,1,6,13,1,1,133.1,1,Enrolled,1,10.8,df1
134.6,19,2,9,4,0,5,8,12.8,0,3,0,5,10,14.5,0,1,0,1,0,8,14,1.74,0,1.4,0,1,4,23,1,1,116.0,0,Enrolled,1,10.8,df1
150.0,18,1,9,0,0,5,5,0.0,0,4,0,5,9,13.25,2,1,0,0,0,10,14,-0.92,0,0.3,0,1,3,3,1,1,123.0,0,Enrolled,1,16.2,df1
136.1,20,1,14,6,0,6,9,13.571428571428571,0,5,0,6,10,13.6,0,1,0,0,0,8,14,-4.06,0,2.8,0,1,8,22,1,1,140.0,0,Enrolled,1,15.5,df1
131.8,32,1,17,5,1,5,5,10.2,0,4,0,5,9,11.25,0,0,0,0,0,10,27,-3.12,0,-0.8,0,2,10,22,1,1,140.0,0,Enrolled,1,9.4,df1
110.0,19,3,16,5,0,6,8,12.2,0,5,0,6,8,11.8,0,1,0,1,0,10,27,1.74,0,1.4,0,1,10,13,1,1,141.0,0,Enrolled,1,10.8,df1
103.5,19,1,14,6,0,6,7,13.428571428571429,0,4,0,6,6,14.0,0,1,0,1,0,5,10,1.79,0,0.5,0,1,5,1,1,1,134.0,0,Enrolled,1,12.4,df1
110.0,18,1,9,1,0,5,9,11.0,1,0,0,5,10,0.0,0,1,0,0,0,6,28,-3.12,0,-0.8,0,1,8,23,1,1,128.0,0,Enrolled,1,9.4,df1
122.0,20,6,12,6,0,7,8,13.548333333333334,0,6,0,8,11,14.775,0,1,0,1,0,10,28,2.02,0,0.6,0,1,3,3,1,1,122.0,0,Enrolled,1,11.1,df1
124.5,19,1,15,6,0,6,6,12.166666666666666,0,6,0,6,6,12.5,0,1,0,0,0,6,3,-0.92,0,0.3,0,1,3,3,1,1,101.0,0,Enrolled,1,16.2,df1
111.7,24,1,9,5,0,5,5,10.8,0,2,0,5,11,11.0,0,1,0,1,0,6,28,1.74,0,1.4,0,1,6,23,1,1,148.0,0,Enrolled,1,10.8,df1
123.0,29,1,17,8,8,13,16,10.5,0,9,8,12,19,10.333333333333334,0,0,0,1,0,9,27,-3.12,0,-0.8,0,1,10,22,1,1,116.0,0,Enrolled,1,9.4,df1
141.1,19,1,13,6,0,7,10,11.15,0,7,0,7,7,12.814285714285717,0,1,0,0,0,10,28,-1.7,0,3.7,0,1,5,1,1,1,133.1,0,Enrolled,1,12.7,df1
97.0,19,1,14,3,0,6,8,11.666666666666666,0,5,0,6,11,13.625,0,1,0,0,0,9,14,1.74,0,1.4,0,1,5,23,1,1,133.1,0,Enrolled,1,10.8,df1
104.2,24,1,17,5,0,5,9,12.285714285714286,0,5,0,5,8,12.125,0,0,0,0,0,10,27,-0.92,0,0.3,0,1,10,22,1,1,130.0,0,Enrolled,1,16.2,df1
97.0,28,1,12,4,0,7,12,13.375,0,5,0,7,7,13.5,0,1,1,0,0,7,14,0.79,0,-0.3,0,1,6,13,1,1,115.0,0,Enrolled,1,13.9,df1
138.0,38,1,12,5,1,8,12,13.126,1,5,1,8,12,13.126,1,1,0,0,0,10,27,1.74,0,1.4,0,4,10,22,1,1,121.0,0,Enrolled,1,10.8,df1
107.0,19,1,16,3,0,6,11,10.333333333333334,0,5,0,6,10,11.8,0,1,0,1,0,10,27,-3.12,0,-0.8,0,1,10,1,1,1,133.1,0,Enrolled,1,9.4,df1
140.0,20,1,9,4,0,5,5,12.0,0,2,0,4,4,11.5,0,1,0,1,0,11,14,0.32,0,2.6,0,1,4,23,1,1,118.0,0,Enrolled,1,7.6,df1
123.7,29,1,17,5,0,5,11,11.4,0,4,0,5,10,10.25,0,0,0,0,0,10,27,-4.06,0,2.8,0,1,10,22,1,1,133.1,0,Enrolled,1,15.5,df1
131.8,19,5,12,7,0,8,8,12.771428571428572,1,7,0,8,8,12.771428571428572,1,1,0,1,0,8,27,-3.12,0,-0.8,0,1,8,22,1,1,131.0,1,Enrolled,1,9.4,df1
150.0,28,1,10,7,2,8,15,11.0,0,1,0,6,17,10.0,0,1,1,0,0,4,1,1.74,1,1.4,0,1,10,23,1,1,124.0,0,Enrolled,1,10.8,df1
138.0,27,1,4,0,0,6,6,0.0,0,0,0,6,6,0.0,0,1,0,0,0,44,27,2.02,1,0.6,0,1,29,1,1,1,133.0,0,Enrolled,1,11.1,df1
160.0,18,1,9,4,0,5,7,11.25,0,4,0,5,6,12.25,0,1,0,1,0,8,14,1.79,1,0.5,0,1,10,13,1,1,119.0,1,Enrolled,1,12.4,df1
110.0,20,1,8,5,2,6,12,12.4,0,2,1,6,11,15.0,0,1,0,0,0,8,14,0.79,1,-0.3,0,1,5,1,1,14,135.0,0,Enrolled,1,13.9,df1
122.0,23,1,15,1,0,6,15,13.0,0,4,0,6,8,11.25,0,1,0,1,0,6,1,-3.12,1,-0.8,0,1,5,1,1,1,127.0,0,Enrolled,1,9.4,df1
146.5,21,4,14,2,0,5,11,10.0,0,3,0,5,10,10.333333333333334,0,1,0,0,0,5,3,-3.12,1,-0.8,0,1,5,3,1,1,140.0,0,Enrolled,1,9.4,df1
121.9,34,1,17,5,0,5,5,14.2,0,5,0,5,5,14.6,0,0,0,0,0,3,4,-1.7,1,3.7,0,2,5,1,1,1,121.0,0,Enrolled,1,12.7,df1
110.0,20,1,12,5,0,7,9,12.7,0,7,0,8,9,13.475,0,1,0,0,0,11,1,0.79,1,-0.3,0,1,5,10,1,1,131.0,0,Enrolled,1,13.9,df1
139.6,24,1,4,8,4,9,13,13.333333333333334,0,9,5,10,12,13.11111111111111,0,1,0,1,0,7,1,-0.92,1,0.3,0,1,3,3,1,14,140.0,0,Enrolled,1,16.2,df1
122.0,39,1,17,4,0,5,7,12.25,0,4,0,5,7,12.75,0,0,0,0,0,5,28,-4.06,1,2.8,0,1,10,22,1,1,123.0,0,Enrolled,1,15.5,df1
130.5,19,1,6,5,0,6,11,13.6,0,5,0,6,11,13.666666666666666,0,1,0,0,0,9,28,2.02,1,0.6,0,1,5,13,1,1,115.0,0,Enrolled,0,11.1,df1
121.8,38,1,17,2,0,5,11,10.5,0,3,0,5,9,11.333333333333334,1,0,0,0,0,10,27,0.32,1,2.6,0,1,10,22,1,9,140.0,0,Enrolled,1,7.6,df1
131.8,21,1,12,6,0,7,9,12.565,0,5,0,8,12,12.16,0,1,0,1,0,44,14,2.02,1,0.6,0,1,32,23,1,1,121.0,0,Enrolled,1,11.1,df1
136.1,19,1,14,6,0,6,7,13.166666666666666,0,5,0,6,9,13.2,0,1,1,0,0,4,28,3.51,1,1.4,0,1,4,22,1,1,140.0,0,Enrolled,1,8.9,df1
95.0,25,1,11,6,0,6,7,11.166666666666666,0,4,0,6,11,11.8,0,1,0,1,0,8,27,-3.12,1,-0.8,0,1,6,22,1,9,110.0,0,Enrolled,1,9.4,df1
100.0,19,4,5,6,0,6,7,12.666666666666666,0,6,0,6,8,12.142857142857142,0,1,0,1,0,11,14,-3.12,1,-0.8,0,1,3,4,1,1,134.0,0,Enrolled,1,9.4,df1
157.0,33,1,12,5,0,7,7,13.06,0,0,0,7,9,0.0,0,1,0,0,0,5,14,-0.92,1,0.3,0,2,5,13,1,12,130.0,0,Enrolled,1,16.2,df1
110.0,18,2,7,0,0,5,5,0.0,0,0,0,5,5,0.0,0,1,0,1,0,10,14,-3.12,1,-0.8,0,1,10,13,1,1,137.0,0,Enrolled,1,9.4,df1
118.7,19,6,9,4,0,5,8,12.5,0,5,0,5,9,10.5,0,1,1,1,0,10,28,3.51,1,1.4,0,1,10,22,1,1,133.1,0,Enrolled,0,8.9,df1
124.1,19,3,9,0,0,5,6,0.0,0,0,0,5,6,0.0,0,1,0,1,0,4,1,0.32,1,2.6,0,1,6,1,1,1,130.0,0,Enrolled,1,7.6,df1
129.7,18,3,12,7,0,8,8,13.154285714285717,0,7,0,8,8,13.154285714285717,0,1,0,1,0,8,1,1.74,1,1.4,0,1,3,3,1,1,119.0,0,Enrolled,1,10.8,df1
140.2,19,1,8,2,0,5,14,11.5,2,5,0,5,8,11.4,3,1,0,0,0,2,3,-3.12,1,-0.8,0,1,10,2,1,1,136.0,0,Enrolled,1,9.4,df1
110.0,22,1,4,3,0,6,12,13.333333333333334,0,3,0,6,12,12.75,0,1,0,0,0,2,1,-4.06,1,2.8,0,1,2,13,1,14,136.0,0,Enrolled,1,15.5,df1
128.4,18,3,7,5,0,5,7,11.8,0,3,0,5,9,12.0,0,1,0,1,0,44,14,3.51,1,1.4,0,1,20,1,1,1,130.0,0,Enrolled,1,8.9,df1
110.0,22,1,2,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1,0,0,0,5,14,0.79,1,-0.3,0,1,10,13,1,1,125.0,0,Enrolled,1,13.9,df1
121.4,19,1,2,0,0,0,0,0.0,0,0,0,0,0,0.0,0,1,1,0,0,10,27,-4.06,1,2.8,0,1,10,1,1,1,142.0,0,Enrolled,1,15.5,df1
126.3,19,1,7,2,0,5,9,12.5,0,3,0,5,10,11.6,0,1,0,1,0,6,14,1.79,1,0.5,0,1,10,23,1,14,133.1,0,Enrolled,1,12.4,df1
109.0,24,1,7,7,2,8,8,13.142857142857142,0,6,1,6,8,11.833333333333334,0,1,1,0,0,3,2,3.51,1,1.4,1,1,3,2,14,1,130.0,0,Enrolled,1,8.9,df1
121.8,18,1,7,5,0,5,6,15.0,0,5,0,5,6,14.2,0,1,0,0,0,9,14,3.51,1,1.4,0,1,10,13,1,1,170.0,1,Enrolled,0,8.9,df1
119.8,20,1,10,1,0,6,13,10.0,0,1,0,6,13,13.0,0,1,0,0,0,6,28,-3.12,0,-0.8,0,1,8,13,1,1,120.0,0,Enrolled,1,9.4,df1
128.4,18,6,15,6,0,6,6,12.166666666666666,0,5,0,6,10,11.2,0,1,0,1,0,5,14,0.32,0,2.6,0,1,5,1,1,1,138.0,1,Enrolled,1,7.6,df1
125.4,21,1,10,3,3,6,8,12.0,0,2,2,6,6,12.5,0,1,1,1,0,15,14,1.79,0,0.5,0,1,29,22,1,14,125.0,0,Enrolled,1,12.4,df1
110.0,33,1,16,7,0,7,7,12.857142857142858,0,6,0,7,8,12.666666666666666,0,1,1,0,0,10,14,3.51,0,1.4,0,4,10,23,1,12,135.0,0,Enrolled,0,8.9,df1
141.1,26,1,6,3,0,6,11,11.75,0,4,0,6,19,12.8,0,1,0,1,0,3,3,1.79,0,0.5,0,1,5,3,1,1,135.0,0,Enrolled,1,12.4,df1
139.6,21,1,14,5,0,6,8,11.833333333333334,0,4,0,6,8,13.25,2,1,0,0,0,11,3,-0.92,0,0.3,0,1,8,13,1,14,141.0,0,Enrolled,1,16.2,df1
